Date,Content,prediction
2021-12-02 01:07:25,sebagai platform terbesar di indonesia harus nya konsisten setiap jaul aset selalu delay gak konsisten,2
2021-12-02 01:04:08,mau login mental terus ada apa si indodax ,1
2021-12-02 00:56:33,apk sampah  anjeng,1
2021-12-02 00:53:48,min kalau dari saya mah biyaya tf nya turunin sedikit  soal nya terlalu besar  bukan apa apa kasian aja sama yang punya modal kecil dapet untung nya juga gak seberapa  bukan nya untung malah buntung🤦‍♂️,0
2021-12-02 00:51:33,gagal terus                 uninstal ,0
2021-12-02 00:18:47,exchange tolol exchange scam gw wd busd dari indodax tolol ke binance ga masuk masuk ribet bener harus ngisi form segala exchange lokal tolol,2
2021-12-01 13:10:02,ga bisa login ke akun,1
2021-11-05 00:52:06,setelah pembaruan malah ngaco indodax ini w isinya th d isinya      dst why      blm siap kok mau update  hmm   gopay  mana  q masuk menu gak tersambung tuh sama gopay nya,0
2021-12-01 13:07:23,aplikasi nya dah kaya calo  beli crypto diharga yg sama masih aja pending giliran turun langsung kebeli giliran naik ya bgtu gak jadi kebeli  jadi nunggu rugi dulu baru bisa beli wkwkwk  calooo caloo,0
2021-12-01 10:06:23,buat yang belum download saya saranin ga usah dah doenload indodax   sangat  merugikan   sering maintenance dah sampai ada koin yang kita beli di indodax tapi tidak bisa di jual kembali     inikah exchange no  indonesia     🥱,0
2021-12-01 08:50:45,mohon diperbaiki aplikasinya veripikasi akun gagal terus sampai harus gunakan nomor hp baru,1
2021-12-01 08:11:17,parah sij,0
2021-12-01 08:02:12,mengecewakan sekali  mau tarik tunai masih belum cair  udah potongannya gede tapi lelet  nyusahin nasabah broo  ,0
2021-12-01 07:41:23,bintang  aja secara keseluruhan sudah baik semua cuma biaya penarikan ke rekeninh terlalu mahal masa biaya penarikan nya   kalah sama tokocrypto yg hanya  an,2
2021-12-01 07:37:34,kecewa sama indodax harga di marketcap sama indodax jauh jauhan ga update rugi,0
2021-12-01 07:05:41,knpayya setiap saya daftar di indodax disuruh masukkan saya alamat email yg benar tatapi selalu disuruh masukkan padahal kan udah moga diperbaiki min,1
2021-12-01 06:43:00,pertama kali main disini dan pro disini lama  ngerasa ada yang aneh dan nga kuat akhir nya pindah ke platform b parahh aslilahh x x dan akhirnya berkali  kalau lagi harga tinggi pasti error  suka ngelist coin yang nga ada fungsinya yg ujung nya bakal di delist  suka ngelist coin baru pas lagi tinggi nya  kasihan orang  awam yang baru gabung ,0
2021-12-01 09:44:46,kemana vidy     aku masih punya deposit tapi tiba  ilang     ,0
2021-12-01 06:27:30,kenapa pin saya gak bisa min maaf dan kenapa saya perbarui gak dpt kode otp,1
2021-12-01 06:23:24,deposit bayar  ribu dan withdraw bayar  ribu ditambah transaksi sering maintenance,1
2021-12-01 06:22:27,tolong indodax buat presentase profit setelah coin dibeli  agar kita tahu kerugian keuntungan dari coin tersebut,1
2021-12-01 06:17:27,apk penipu 👎👎,1
2021-12-01 06:07:57,gini amat      biyaya pnarikan nya masa iya sampe  rb ga kya broker sblh pling bsr  rb    ,0
2021-12-01 05:58:21,indodax sehat          hari terakhir ini gx bisa log in  selalu disuruhnya masukan pin       berkali donlot ulang aplikasi tetap saja sama  klo gx suport sama android   mending didepak aja dari playstore ,0
2021-11-29 13:20:32,udah  kali di hapus dan duit gua srkarang nyangkut gabisa di tarik ga bisa di beliin ke koin tapi duit naik turun sesuai harga koin yay gua beli sebelum nya pedahal gua udah jual,0
2021-11-30 14:12:48,indodax tidak bisa di percaya     maaf sebelumnya   saya beli koin emang tidak banyak harganya pun murah  buat pelajaran aja  untung masih beli murah gak banyak uang keluar   tiba tiba kok coinya di hapus apa maksud nya  udah membelu koin tapi kok di hapus   punya daya harga memang murah tapi itu buat pelajaran    apalagi beli coin yg mahal gimana coba   siapa yg tanggung jawab    yg iinginn dan yg ingin main indodax mohon di pikirkan dulu   pelajaran aja ini   makasih,1
2021-11-30 13:51:54,verry bad,1
2021-11-30 13:31:30,ya ampun platform terbesar di indonesia masih bisanya kena tipu  koin vidy vidyx aset masa depan di hold lama malah di delist trus uangnya dikemanain semuanya  baru download tiba koin hilang semua  astaga kecewa bgt  dahlah bintang  cocok kok ini buat aplikasi ,0
2021-11-30 13:07:12,tolong min saldo saya kekuras habis  pertama habis jual koin vidy tp belum di kofirmasi  minggu lebih  dan sekarang habis saldo saya ,1
2021-11-30 07:57:40,selalu salah masuk pin padahal sudah benar input pin baru tetapi tetap salah pin,1
2021-11-30 07:29:22,perfik aja ribet bener  hadeh,1
2021-11-30 07:28:39,servernya jelek mau tarik dana potongannya gede   lama banget masuknya,0
2021-11-30 06:28:19,good,2
2021-11-30 04:50:25,indodax ning  kenapa g ada pemberitahuan kalo vidy bakal di hapus dari indodax  masih nyimpan koin msih berharap bulish tau tau hilang  admin indodax mavia manipulasi uang treder ,0
2021-11-30 02:44:05,wkwkwkw pas beli koin yg harganya rendah lumayan banyak  abis maintenance lgsung hilang     permainannya sangat bagus 🤣🤣,2
2021-11-30 02:36:47,mau nanya saja harus nunggu antrian emgnya ga ada lagih yh pegawainya hadeh live chat saja harus nunggu antrian,1
2021-11-30 02:34:33,saya kasih bintang  karna aset saya hilang tak tersisa,1
2021-11-30 01:24:52,tolong funds busd nya maintenance nya jangan lama lama   ,1
2021-11-30 01:23:49,ini merugikan saya    habis maintance coin yg saya buy sdh tdk ada lagi   yg terjadi sya rugi     ini penipuan  ,1
2021-11-30 00:59:22,moment bullish kok malah maintenance  parah bgt si,0
2021-11-30 00:50:38,maintenence terus tapi tetep aja busuk  oh iya candle kamu yang kendalikan sama si anu  lupa aku    😂,2
2021-11-30 00:44:55,biaya admin ke trusswallet mahal banget rb  padahal cuma punya saldo rb  over price,0
2021-11-30 00:30:59,indodax parah jangan instal ya pasti ruginya pas naik jual lemot sampai turun lagi kapan untungnya giliran turun cepet banget langsung masuk    hhaaaddeeuuuhhh main dari  bulan lalu saldo tidak pernah balik² lagi malah tambah merosot terus sampai habis,0
2021-11-30 00:16:57,pindah ke pluang aja gaes,1
2021-11-30 00:15:53,bajiiingan aplikasi semakin lama semakin maruk fee nya  otak otak kadal duit doang biaya tf sama yg mau di tf malah jd beban  yg pembuat nya otak pepek mesum pgn cpt kaya tp ga mikir,0
2021-11-29 16:00:16,tiap mau tranfer mesti maintenance terus ,1
2021-11-29 14:48:00,kenapa lambat sekali  jenuh,0
2021-11-29 12:37:59,harga selisih jauh sma pasar  kmren gw liht di tokocrypto btc hrgnya  jt  d indodax  wkwk,1
2021-11-29 07:50:55,listing coin dipilih dong   sangkut att rugi jt sangkut vidyx sangkut jt 😫😖😭😭😭😭😭😭😭,1
2021-11-29 07:45:45,delist saja btc bitcoin dari indodax coin sampah,1
2021-11-29 06:03:59,tarik duit lama masuk ud jam um masuk,0
2021-11-29 06:03:13,minim pengenbangan,1
2021-11-29 06:00:11,parah tolong di perbaiki   masak proses beli aja lama bgt prosesnya  sya beli di jam pagi smpe skrng jm    blm di proses,1
,tolong perbaiki sisitem alarmnya  karena alarmnya selalu terlambat,1
2021-11-29 03:43:39,apk babi gw ngirim  dolar nggk msuk kta nya hilang tpi bisa d balikin malah mala hrus bayar   dasar apk penipu,1
2021-11-28 13:28:04,sungguh terlalu pemberitahuan koin crypto vidyx dan vidy terlambat bahwa mau delisting dri indodax  bnyak sekali kerugian milyaran sekian banyak orang termasuk saya👌 licik sekali   kasihan yg rugi puluhan juta bahkan ratusan juta apa lagi masa pandemi thank indodax 👌,0
2021-11-28 06:13:00,jelek gk bertanggung jawab mau delisting gk ada tanggung jawabnya     harusnya pihak idx mempertimbangkan orang orang yg hold token vidy   ,1
2021-11-28 06:07:26,sangat di sayangkan sekali para sangkuters jika memilih indodax sebagai tranding crypto terbesar tapi hasilnya nihil,2
2021-11-28 06:04:57,kecewa parah,0
2021-11-22 12:40:09,hnst tolong di delisted dari indodax  koin gak jelas banyak yang beli malah turun ,0
2021-11-28 00:58:42,katanya terbesar di indonesia  tapi ada masalah pada pengguna lamanya minta ampun,2
2021-11-28 00:26:18,apk banyak koin scam merugikan  manipulasi candel klau naik harus beli tapi klau turun bisa sndiri  aneh  jgn main lagi lah yg menang hnya bandar dn indodax  udh diseting  oh ya giliran ngefud yg scam malah di ban  emang ini apk penipu ,0
2021-11-28 00:23:33,yang mau download terus niat nya mau invest   mending pikir dulu   sekedar mengingatkan jangan berfikir bisa kaya mendadak   invest di indodax meskipun di awasi ojk  tetap aja kripto yg ingin kita investkan belum tentu aman   so gw saranin kalo mau invest mending di bitcoin ,2
2021-11-28 00:20:48,biaya wd nya rb anjin,1
2021-11-28 00:19:27,knpa inih indodax habis di updet ko gk bisa di buka apk nya sudah masukan pin juga bintang  dlu ,1
2021-11-28 00:18:16,deposit lambat,0
2021-11-28 00:17:54,merugikan ,1
2021-11-28 00:17:35,harga market koinnya tidak realtime beda jauh sama market koin apk buatan indonesia juga yaitu toko kripto yg harga market koinnya realtime  lalu banyak sekali potongan dideposite yg menurut saya potonga pajak di deposite di hapus saja  kan kalian sudah ambil pajak dari withdraw yg begitu besar yaitu  ,1
2021-11-27 14:22:38,najis bgt ya biaya deponya bukannya turun malah makin naek gobolk bgt nih,0
2021-11-27 13:52:17,saya tidak berkomentar biar mereka merasakan sejelek apa aplikasi ini,1
2021-11-27 13:16:27,masukin koin asal list   delist seenak jidat gk tau apa susah buat ngumpulin uang dan hold koin yang nyangkut😭,0
2021-11-27 13:14:56,koinmasadepan apaan ini gimana gk itu koin vidyx nyata bangke kok di listing disana  abis aset jadi abu ,1
2021-11-27 13:14:11,bintang saya kurangi bos  trnyata klo di banding sama apk sebelah jauh lebih jelek dr semua mslh mulai dr biaya transaksi jual beli maupun widraw  ini mah apk nya mgkn hnya dibuat untuk yg uang nya banyak saja  klo uang nya hanya pasan bakalan habis hanya buat biaya transaksi saja,0
2021-11-27 13:13:42,halo min sya mau tanya kenapa coin raca tidak ada di platform indodax ,1
2021-11-27 09:06:09,mahal bgt wd nya   tokocrypto aja cuma gocengan,2
2021-11-27 07:33:59,keamanan nya gk jelas,1
2021-11-27 07:25:13,biaya penarikan mahal di banding wallet lain,2
2021-11-27 07:22:25,kenapa aplikasi nya ga bisa d buka    cuma sampe masukin pin tapi ga terbuka aplikasibnya      ,0
2021-11-27 07:16:51,kecewa sm indodax  seenaknya aja    udah rugii d suruh jual aja   kalo emng d delist jgn pas lg turunnnn   dasarrrrr keterlaluan,0
2021-11-30 14:18:57,kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama   kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya   x saya dibikin gagal entry gara  nungguin deposit indodax,0
2021-11-23 06:24:13,minta tolong dong admin  top up akun wallet bisa  tapi kenapa kalo penarikan ga bisa pakek akun virtual ewalet       ,1
2021-11-26 01:24:26,kasi bintang  dulu ya   mudahan segera di perbaiki karna sering terjadi maintenence ketika   jual   eksekusi nya lambat sekali dan biasanya kalo terjual tidak auto     tuntas   kadang terjual cuma   kadang juga   kalau boleh jujur agar risih sih ketika jual tidak tuntas 😁🙏,1
2021-11-22 13:55:07,bappeti sih  tapi depo aja nunggu  hari dulu baru masuk  kirim screenshot di opsi pelaporan status nya gagal  komplen by chat yg bales bot  email no response  gak kebayang kalo proses wd  dikembangkan lagi infrastuktur nya supaya gak pada lari ,1
2021-11-22 07:35:49,sebenarnya apk indodax ini bagus  cuma untuk witdraw nya biaya fee nya aja sih terlalu mahal  beda dgn apk lain nya ya mudah mudahan aja next update biaya fee indo ke dompet walet lain jadi lebih murah  dan pengguna pun jadi lebih suka dan makin banyak lagi pengguna nya   trmkasih,2
2021-11-08 02:28:45,cukup bintang  dulu  apk sudah bagus  tapi untuk biaya penarikan masak terpotong   tinggal setengah yg kita terima  untuk biaya penarikan saya rasa cukup     jika terus seperti ini saya takut indodax akan kehilngan peminat  trimakasih,2
2021-11-18 13:28:34,no hp saya hilang dan saya mau masuk ga bisa karna ga ada kode otp   saya mau pake no baru tp ga bisa  ga di respon sama sekali sama pihak indosat   saya kecewa,1
2021-11-06 05:47:17,knp busd masih aja maintenance   udah berapa hari ini  mau sampai kapan   kita naro uang untuk di puter bukan di diem²in gitu aja  tolong di perbaiki sistem nya,0
2021-10-21 13:22:38,bagaimana si kak aplikasi indodax nya  saya ingin ganti no telepon saya yang lama ke yang baru  tapi setelah saya masukkan kartu identitas  ktp  agak lama gitu proses nya  padahal saya tunggu sekitar  menitan  tapi belum selesai juga proses nya ,1
2021-10-24 12:52:16,tolong dong pihak indodax klw mau wd biaya penarikannya di kurangin lah masa iya sekali narik biayanya rp saya sebagai pengguna indodax sangat senang apabila biaya penarikannya di kurangi klw update selanjutnya biaya penarikan di kurangi saya akan kasih bintang ,2
2021-11-09 02:25:36,sudah lama saya buka akun  kok masuk masukkan email lagi dan pasword  malah dibilang salah pasword  minta pasword di email malah gak dikirim ke email saya ,0
2021-11-12 02:34:24,tak bisa ganti nama   tak bisa delete akun   verifikasi selalu di tolak   alasan foto tak sesuai ktp   eh tau gk   itu ktp d bikin tahun kapan dan sekarang tahun berapa  jelas udah ada perubahan rambut dan fisik lah,0
2021-11-15 01:03:49,mohon bantuan nya untuk mengaktifkan aku lama saya  karena no hp hilang  dan sudah mengikuti alur nya  tetapi tetap saja tidak bisa mengganti no hp,1
2021-10-29 13:36:25,bintang saya turunin dulu     saya depo via transfer dari tgl    sampai hari ini tgl    belum juga masuk saya sudah email kirim bukti transaksi sesuai yg diminta namun tidak ada info lagi  saya email kembali tidak juga ada tanggapan    makin lama bukanya makin bagus kok malah seperti in pling nggk direspon lah dahulu ,0
2021-11-17 03:25:46,kok mau widraw   ke dana susah banget sih padahal sudah di konfirmasi dari indodaknya suruh nunggu x jam    sudah ditunggu     malahan di apknya ada tulisan cancelled   dan selalu begitu,1
2021-10-22 08:54:48,tolong  ini gimana proses pergantian nomor akun saya kok lama banget ampe berhari hari masih aja pending  mau login sama mau penarikan jadi terkendala waktu  ngadu ke cs juga kurang membantu  sama aja disuruh nunggu ,0
2021-11-08 01:27:20,saran  agar ada persentasi keuntungan kerugian kita bisa ditampilkan  aplikasi sebelah udah ada tuh  ayoo perbanyak fitur yg memanjakan pengguna  💪😊😊,2
,semua semua mahal  gangguan terusss  masa kalah sana yg serba murah siii  kalo begini begini teruss rakyat indodax pindah ke binance semua  cuma butuh waktu aja  soory kalo terlalu kritis,0
2021-10-24 00:27:13,ini setelah saya update kok malah gak jelas ya  awal saldo jd  terus normal bs lihat saldo tp chart dll gak bisa terus saya log out  sekarang saya mau log in malah responsnya lambat menit nyoba log in belum bisa  kalau masalah jaringan kenapa saya buka tko  plu bisa ,0
2021-10-10 05:16:28,tiap kali untuk penjualan selalu minta isi data diri terus  padahal data diri saya sudah saya lengkapin  buat mengganti profil aja gak bisa bisa  terus apa maunya sih masa isi saldo bisa membeli saham bisa tapi kalau menjual enggak bisa  shitttt,1
2021-10-28 08:26:17,server indodax mau ngasih saran koin nya di perbanyak lagi  keluhan buat indodax biaya penarikan   depo jangan mahal mahal lahh    inget itu kalau pun mahal gapapa  yang penting itu on time  real time waktu   ini soal uang bukan permainan biasa   tolong segera di eksekusi kekurangan customer  kalaupun tidak ntar malahan pada kabur ke apk lain ,2
2021-10-29 00:08:48,tolong di perbaiki untuk angka keterangan harga sangat kaku karena klu menggunakan hp seperti saya untuk mengetahui pergerakan harga layar hp d usap dari atas kebawah dulu baru keterangan harga berubah sehingga susah untuk mengetahui pergerakan harga,1
2021-11-20 01:47:15,tgl  november dari jam       wib indodax lemot pdhl youtube  apps lain kenceng  mohon di infokan mengapa lambat untuk sementara saya kasih bintang  dulu,1
2021-10-27 14:07:30,hallo indodax    tolong perbaiki server mu   mau jual beli sangat susah sekali   padahl hal yg terpenting adalah kedua hal tsb   gmna mau dptkn cuan hrga yg kita inginkan klo jual beli aja pending lama sekali   mohon perbaikan nya demi kebaikan indodax dan pengguna   kalau gini trs pengguna bakal beralih ke apk sebelah karna gak dptkn hrga jual beli yang di inginkan   t ksh🙏🙏,1
2021-11-29 08:10:40,ketika  sell  eksekusinya lambat sekali  keburu harganya berubah dan kepotong biaya taker     serta nggak ada fitur stop loss nya,1
2021-10-27 14:02:06,klw lg pump   dump jangan jadi lemot lah  tolong di perbaiki  sy masih setia untuk saat ini  ga tau ke depanya klw masih begini  ini bukan sekali dua kali kejadinya termasuk sore ini rabu  oktober  ga bisa buy   sell paraah,1
2021-10-10 00:29:46,ini ko yang punya gw susah amat untuk di daftarin nya   sma kaya yang lain  nomor yang anda pakai sudah di gunakan   mana yang pnya gw di isi saldo lagi  sayang kan kalo gk di ambil lagi  kacau nih apl sampah banget  ,1
2021-10-28 09:26:03,kurang server      loading lama  cutloss sering gagal saldo sering macet  perbaiki masalah nya dulu jangan ngiklan kesana kesini  pelayanan jadi kurang,0
2021-10-29 14:10:23,review jujur     biaya instant order mahal bgt      biaya wd oke lah   kl trading gede mulai  juta aja susah buy n sell nya soalnya pasar nya gak rame  maklum di indonesia masih sedikit yang trading crypto   tp mayan app ini buat latihan  kl buat cuan gak bisa banyak karena pasar lokal tidak seramai pasar internasional  kl mau buy n sell nominal besar kaya  juta  milyar bisanya di stabil koin kaya usdt  sekian n terimakasih semoga lebih berkembang dan biaya instant order dikurangin,2
2021-10-23 06:28:33,saya masih mengunakan exchange ini indodax tolong ketika penjualan pending ordernya di percepat  pas penjualan lama banget   saya berharap kedepan indodax bisa lebih baik  jika sudah baik saya tambah bintangnya klw belum baik terpaksa pindah terimakasih,2
2021-11-09 06:38:36,pas untung di jual prosesnya lama banget  as beli harga rendah beberapa menit kemudian harga naik tapi proses beli juga jadi lama  mohon di perbaiki,1
2021-11-20 01:53:25,nomor ponsel  lama  saya terkunci  saya kesulitan update nomor yang baru  selalu gagal   mohon dibantu  thx,1
2021-11-20 03:31:22,server payah  banyak yg rugi gara server bobrok  exchange lama tapi masih saja masalah server tidak ada kemajuan ,0
2021-10-24 13:30:08,butuh banget peningkatan kualitasnya  withdrawal fee tinggi tapi buat trading experiencenya kurang nyaman  harga jadi sering ngga pas ketika mau order buy   berujung harus berkali cancel order  padahal timing sama momentum itu cukup penting ketika kita trading ,2
2021-11-10 07:13:38,hallo  pagi ini iddx saya tidak bisa dibuka  verifikasi nomer tlpn nya tidak masuk  kmn contack coatumer service   ,1
2021-10-24 00:24:29,semakin sering error    apalagi kalo pas ada koin yang di pump gede²an  chartnya langsung error  padahal peringkat indodax lumayan gede lo    ,0
2021-11-07 05:17:36,deposite bayar admin  penarikan bayar admin    mahal lagi admin   belum proses transfer nya harus kita lagi yang bayar admin nya kalo beda bank   cape dechhh,1
2021-11-04 00:44:40,hp saya hilang sekaligus no hp nya  saya ingin login dengan no baru  dapatkah   sementara saya kasih bintang  dulu,1
2021-11-24 06:10:35,saya kasih bintang  dulu soalnya saya wd engak perna masuk k akun indodak saya sudah  bulan saya tunggu tapi enggak masuk k akun saya tolong admin di bantu,1
2021-10-22 01:12:51,pembelian saham nya lama sekali di acc  saat pertama kali main cepat sekali di acc  dan soal verified nya ditolak padahal sudah mengirimkan data sesuai   mohon diperbaiki,1
2021-10-15 01:12:16,saya baru bergabung di dunia trading tapi untuk pemasaran harganya sering error  kelonjakan naik atau turun di resiko pemasaran aneh kadang eror tolong segera di perbaiki ,0
2021-11-30 00:10:13,parah banyak potongannya  masa topup kena potongan  lucu,0
2021-11-20 02:40:13,indodax setelah d update server nya jadi lemot dan sering eror  tolong lah di perbaiki dong   mau trading jadi susah nihhh,1
2021-11-15 01:04:22,verivikasi dipersulit  foto sefie harus mirip dengan ktp yg sudah  thn yang lalu  wajahku kan semakin tua  ,1
2021-11-13 00:36:27,mohon dari pihak indodax biaya admid penarik jangan gede gede lah  kalo dari tim indodax punya hari nurani tolong di mengerti untuk buat orang yang bermodal kecil contoh modal rb nah selama di berinvestasi di indodax kan gak selama nya aset itu naik nah contoh modal rb turun jadi rb nah itu kan gak bisa ambil malah udh ke admid nya gede banget rb tolong di pikir lagi kalo mau di kenakan admidn di apk lain aja gak sampai segituh nya pikir aja    di apk lain aja kena biaya hanya rb thx,2
2021-11-20 06:42:45,setelah update buat jual dan beli coin tidak bisa lagi,1
2021-11-12 02:34:44,pindah kesebelah saja yg fiturnya banyak    tdur bisa tenang ketika mareket liar    kalian yg masih setia coba deh fikir lgi   mari sama tarik dan pindah kesebelah   anak binen,0
2021-11-06 06:29:41,udah bisa deposit tidak    saya mau deposit takut ga bisa hilang  takut nyesel saya  tolong di perbaiki,1
2021-10-27 13:04:45,keadaan market lagi keos eh tiba  ga bisa buy sell server down entah sistem eror apa tangan manusianya jahil  taro aset disini jd kaya daun ga jelas  pas normal market udh dibawah drastis sekali,0
2021-11-16 14:48:11,proses jual beli terlalu lama  beli dolar aja sampe ber jam jam   apalagi beli jual crypto,0
2021-11-18 01:54:18,setiap buy sell crypto lama bangetttt padahal market lagi baguss  trus juga fee penarikannya ga kira² mahal banget   tolong di sesuaikan lagi indodax,0
2021-11-20 01:23:13,ni lagi eror ya  kok ga bisa masuk   ,0
2021-10-21 04:44:18,mohon donk    kalo mau beli atau jual dipermudah kaya dipeluang kan prosesnya cepet     masa harus nunggu bahkan beli diharga rendah giliran dibeli ga bisa sampai harganya naik   ,1
2021-11-01 07:23:20,saya sudah melakukan wd  ke akun dana  tolong segera di proses  biasanya cepet sekarang kok lama  terimakasih,1
2021-10-28 09:01:12,sy member lupa password pada saat meminta verifikasi kode otp ke sms no yg teregistrasi tidak pernah ada konfirmasi  maksudnya apa ini,1
2021-10-25 00:49:12,verifikasinya kenapa ya g miscall  lewat web juga password sampe ganti via email tetep aj salah  ban  jam  hadeh sistem of a down pagi kumat,0
2021-10-12 14:52:49,tidak bisa regristasi  keterangan nomer utama salah  laaaaah     nomer apaan yg salah baru aja daftar kok dah disalahin,1
2021-10-31 03:49:11,kenapa sering error   mau cancel ata buy aja susah tereksekusi nya    kayak gini terus rugi saya sebagai trader    perbaiki      ,0
2021-11-14 08:00:17,sumpah  transaksi di indodax lemot kali  tolong dong ini dperbaiki  beli coin aj bs smpe  jam baru masuk,1
2021-10-06 13:37:31,gagal diverifikasi wajah wajah tidak sesuai dengan foto ktp saya yang dibuat  tahun yang lalu terus solusinya bagai mana,0
2021-10-04 10:58:19,kenapa saat saya mau jual atau beli proses cukup lama ya  padalah pada saat beli atau jual udah pas pada saat harga di market,1
2021-10-30 08:45:38,terlalu lama proses jual ataupun beli sedangkan kita butuh cepat untuk bertransaksi sangat kurang puas dengan pelayanan ,2
2021-10-28 06:54:41,mohon maaf admin saya sudah melakukan deposit rp    namun saldo di indodax saya tidak bertambah  mohon bantuannya 🙏,1
2021-11-26 05:43:56,akun saya kenapa nggk bisa log in padahal password sudah sangat benar  apa maksud ini 😔,1
2021-11-18 10:44:28,saya verifikasi identitas foto ktp aduh ga bisa bisa   udh  kali dicoba tetep ditolak padahal foto ktpnya terang tolong diperbaiki,1
2021-10-08 13:12:35,mengapa susah sekali login setelah memasukan pin  dan harus di hapus aplikasi nya dan install ulang lagi baru login😓😓,1
2021-11-03 14:08:14, aja  karena bni mobile bankingnya sekarang sudah gk bisa tranfer virtual account  maaf bgt,1
2021-11-21 06:57:38,gak bisa narik padahal akun dana sama akun indodax nya namanya sama   biarin aja lah sedekah  ,1
2021-10-21 04:44:40,harga koin di indodax beda banget sama aplikasi yg lain   contoh koin shiba inu di indodax masih harga   sedangkan di aplikasi lain harga shiba   tolonglah di perbaiki lagi,0
2021-10-21 06:14:40,saya deposit kenapa engga masuk  email juga sudah saya kirim  tp ngg respon woyyy  yg bener dong  ,1
2021-10-18 09:34:55,tak ada sms masuk ke nomer untuk verifikasi sms utk dapat  pin code    nyangkut di mana nomer hp dah benar   ,1
2021-10-26 08:44:42,mau jual aset pending melulu akhirnya malah rugi keluhan dr dulu kenapa gak di perbaiki apa gunanya kemarin maintenance,1
2021-10-26 13:47:25,kecewa bgt klo pas ada koin pump ga bisa dijual  setelah normal atau trun baru bisa dijual gimna si ini seolah ngga boleh klo membernya untung besar,1
2021-10-21 14:23:43,tolong perbaiki systemnya  jaringan jelek tp transaksi diteruskan  transaksi gw pakai limit tiba pakai market instan ,0
2021-11-06 14:24:24,tolong kalo maintenance segera di perbaiki secepatnya kasian yang mau buy coin jadi ketinggalan momen   ,1
2021-10-21 04:40:18,exchange terbesar di indonesia   tapi servernya down kalau lagi ramai transaksi   tolong diperbaiki,2
2021-08-14 14:51:38,kenapa koneksi indodax sangat lambat ya  saat membuka meroket atau mencari market,0
2021-11-07 05:17:59,kenapa saya tidak bisa membuka indodax padahal saya sudah masukan pin dengan benar,1
2021-05-31 06:29:51,tolong tambahin menu stop order untuk semua coin jangan hanya untuk beberapa coin maintinance setiap hari selasa masa gk bisa nambahin menu stop order untuk altcoin,2
2021-11-04 01:11:03,agak sedikit kecewa mau deposit sekarang virtualcount bank nya dikurangi tidak ada bank bni maupun bri,1
2021-11-30 13:17:41,beeli koinnya lama banget transaksinya  orang lagi butuh buru buru gw nunggu  jam gak keterima terima koinnya,0
2021-11-01 03:40:12,tolong aplikasi di upgrade untuk mempercepat waktu jual beli coin dan juga mengurangi harga fee kaya apk sebelah,2
2021-11-02 02:38:04,indodax kapan mempunyai fitur stop loss    melihat beberapa app sebelah sudah punya fitur tersebut,1
2021-10-28 03:19:11,saya sudah melakukan limit order tetapi lama masuknya di mohon untuk di percepat masuknta terima kasih,2
2021-10-27 01:49:20,mohon kurangi biaya wd yg saat ini    menjadi   la  klo lainnya indodax dah bagus banget,2
2021-10-06 13:31:00,fee potongan  nya mantap bikin kaya raya mendadak sih sumpah  buat apk nya sih 😃😃😃,2
2021-10-11 02:40:45,x deposit bch dari apk tambang semuanya pending ga da yg masuk  ada pa dengan indodax   rasanya udh malas mau main di indodax😤,1
2021-11-14 12:59:19,kenapa kalau mau masuk apk selalu keluar sendiri tolong di perbaiki,1
2021-11-18 13:14:47,ini kenapa gak bisa di buka aplikasi nya tgl    jam  ,1
2021-11-19 06:18:29,tolong dong bni supaya bisa lagi untuk transaksi deposit   ,1
2021-10-17 01:13:02,alhamdulillah pake indodax baru  bulan langsung minggat ke binance  fee nya bikin sengsara,0
2021-10-24 01:16:41,sya kurangin bintangnya min ahir ini apknya sering eror buat knpa buat kirim ke walet lain tulisanya alamat eror eror trs trs di harga coin di sebelah udah pada naik di sini belum naik selisihnya jauh lg parah,1
2021-11-07 05:17:32,mohon untuk pembayaran menggunakan va bni bisa digunakan kembali,1
2021-10-16 00:21:49,potongan tarik saldo nya coba di kurangin lagi trllu besar minim rb mah  ,1
2021-11-27 07:22:01,jika di setiap coin ada stop sell nya saya kasih bintang ,1
2021-10-20 12:17:11,admin widrawnya terlalu besar buat pemula belajar   yang modalnya sedikit   ,2
2021-11-10 07:00:01,pusing euy  setiap market lagi bullish apk malah gabisa dibuka jadi bikin rugi doang,0
2021-10-27 09:02:27,loh kok gak bisa transaksi  ktinggalan kereta dong klo gini pas turun,1
2021-10-22 14:10:36,knpa view timefrime sering tidak bisa kebuka     bug nya tolong dong di benerin,1
2021-10-11 05:54:34,untuk pembelian   penjualan koin nunggu terlalu lama  bisa  x  jam,1
2021-12-02 14:26:04,hai indodax  tolong ditambahkan dan disempurnakan   realtime harga di halaman jual beli tanpa perlu refresh   penambahan stop limit koin top  cmc   disempurnakan lagi keluar masuk aplikasi lewat widget   aplikasi dipermudah untuk internet lemah sering terjadi order ganda                                     dan jika bisatolong diperbanyak fitur lain seperti staking  penambahan pair mata uang  bagan sell buy di halaman open order  dll ,2
2021-11-30 14:18:57,kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama   kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya   x saya dibikin gagal entry gara  nungguin deposit indodax,0
