Date,Content
2021-12-02 13:12:19,"Sangat mengecewakan , saya menyimpan koin VIDY di indodax dan saldo Sanya menjadi nol... Di makan oleh pihak indodax , dengan cara delist koin , tanpa berfikir bagaimana nasib pengguna"
2021-12-02 13:04:42,"Biasakan sebelum instal baca ulasan .. Jika anda menggunakan aplikasi ini saya yakin anda akan kehilangan smua aset Anda , karna indodax sekarang hanya mencari keuntungan semata , tanpa memikirkan penggunanya sama sekali"
2021-12-02 12:53:35,"Hanya mencari keuntungan aplikasi semata , tanpa memikirkan kenyamanan pengguna , buat yang belum instal berpikirlah 1000x untuk menggunakan indodax"
2021-12-02 11:54:35,Duh mau instal koment2 d Bwh gx bgs gx jdi dech auto uninstal
2021-12-02 9:17:21,"Parah! Deposit saya belum masuk sudah 3 hari ini. Hubungi customer care email, chat sama aja. Tidak ada tanggapan signifikan. Sebenarnya customer care nya itu ada tidak sih? Jawaban cuma boot doang."
2021-12-02 9:16:19,"Pindah platfrom sebelah aja disni bisa ke bobol,udh verifikasi lama proses kendala ini lah itu lh bisa bisa jebol"
2021-12-02 6:26:39,Cs nya lama balasnya 🤦
2021-12-02 6:25:09,Banyak potongan penyetoran dan penarikan😒
2021-12-02 5:10:15,"Aplikasi jelek grafik nya turun melulu, mending main binomo dah .karna jutaan orang sudah sadar kalau kita bisa habiskan uang jutaan rupiah hanya dengan berdiam diri sambil nungguin grafik binomtot"
2021-12-02 2:28:58,Tlg indodax jalin kerja sma dgn Bank BTN dong biar top up Mbanking dri BTN gampang. . Dan klw bisa potongan Top UP dan WDnya dikurangin. .
2021-12-02 2:24:34,"rugi 50 ribu, krn tranfers ke bunance udah 7 jam lbh belum masuk juga, mau nipu ya?tidak ada solusi sama sekali 👎👎👎"
2021-12-02 2:25:44,Saya udah coba konfirmasi lewat Gmail live chat ga ada tanggapan saldo coin saya yg di trus wallet di pindahkan ke indodax malah hilang padahal alamatnya udah bner
2021-12-02 1:11:15,"Koin vidyx kemana kok bisa ilang begitu saja, di riwayat juga ilang"
2021-12-02 1:07:25,Sebagai platform terbesar di Indonesia harus nya konsisten setiap jaul aset selalu delay gak konsisten
2021-12-02 1:04:08,Mau login mental terus ada apa si indodax?
2021-12-02 0:56:33,"APK SAMPAH, ANJENG2"
2021-12-02 0:53:48,"MIN Kalau dari saya mah biyaya TF nya turunin sedikit, soal nya terlalu besar, bukan apa-apa kasian aja sama yang punya modal kecil dapet untung nya juga gak seberapa, bukan nya untung malah Buntung🤦‍♂️"
2021-12-02 0:51:33,Gagal terus................ Uninstal.
2021-12-02 0:18:47,Exchange tolol Exchange scam gw wd busd dari indodax tolol ke binance ga masuk masuk ribet bener harus ngisi form segala Exchange lokal tolol
2021-12-01 13:10:02,Ga bisa login ke Akun
2021-11-05 0:52:06,"Setelah pembaruan malah ngaco indodax ini 1w isinya 1th 3D isinya ???? Dst Why????? Blm siap kok mau update, hmm.. Gopay, mana??q masuk menu gak tersambung tuh sama gopay nya"
2021-12-01 13:07:23,"Aplikasi nya dah kaya calo, Beli Crypto diharga yg sama masih aja pending giliran turun langsung kebeli giliran naik ya bgtu gak jadi kebeli, jadi nunggu rugi dulu baru bisa beli wkwkwk, Calooo caloo"
2021-12-01 10:06:23,"Buat yang belum download saya saranin ga usah dah doenload indodax , sangat"" merugikan , sering maintenance dah sampai ada koin yang kita beli di indodax tapi tidak bisa di jual kembali ... Inikah exchange no 1 indonesia ????🥱"
2021-12-01 8:50:45,Mohon diperbaiki aplikasinya veripikasi akun gagal terus sampai harus gunakan nomor HP baru
2021-12-01 8:11:17,Parah sij
2021-12-01 8:02:12,"Mengecewakan sekali, Mau tarik tunai masih belum cair. Udah potongannya gede tapi lelet. Nyusahin nasabah Broo.."
2021-12-01 7:41:23,"Bintang 1 aja,secara keseluruhan sudah baik semua cuma biaya penarikan ke rekeninh terlalu mahal,masa biaya penarikan nya 25.000 kalah sama tokocrypto yg hanya 5000 an"
2021-12-01 7:37:34,Kecewa sama indodax harga di marketcap sama indodax jauh jauhan ga update rugi
2021-12-01 7:05:41,Knpayya setiap saya daftar di indodax disuruh masukkan saya alamat email yg benar tatapi selalu disuruh masukkan padahal kan udah moga diperbaiki min
2021-12-01 6:43:00,"Pertama kali main disini dan pro disini lama"" ngerasa ada yang aneh dan nga kuat akhir nya pindah ke platform B,Parahh aslilahh 1x,2x dan akhirnya berkali"" kalau lagi harga tinggi pasti error, suka ngelist coin yang nga ada fungsinya yg ujung nya bakal di delist, Suka ngelist coin baru pas lagi tinggi""nya. Kasihan orang"" awam yang baru gabung."
2021-12-01 9:44:46,"Kemana vidy???? Aku masih punya deposit tapi tiba"" ilang....!"
2021-12-01 6:27:30,Kenapa pin saya gak bisa min maaf dan kenapa saya perbarui gak dpt kode otp
2021-12-01 6:23:24,Deposit bayar 4 ribu dan withdraw bayar 25 ribu ditambah transaksi sering maintenance
2021-12-01 6:22:27,"Tolong indodax buat presentase profit setelah coin dibeli, agar kita tahu kerugian/keuntungan dari coin tersebut"
2021-12-01 6:17:27,Apk penipu 👎👎
2021-12-01 6:07:57,Gini amat .... Biyaya pnarikan nya masa iya sampe 25 rb ga kya broker sblh pling bsr 5 rb....
2021-12-01 5:58:21,"Indodax sehat???,..... 4hari terakhir ini gx bisa log in, selalu disuruhnya masukan pin,....? berkali2 donlot ulang aplikasi tetap saja sama. klo gx suport sama android 11. Mending didepak aja dari playstore."
2021-11-29 13:20:32,Udah 2 kali di hapus dan duit gua srkarang nyangkut gabisa di tarik ga bisa di beliin ke koin tapi duit naik turun sesuai harga koin yay gua beli sebelum nya pedahal gua udah jual
2021-11-30 14:12:48,Indodax tidak bisa di percaya ... Maaf sebelumnya ..saya beli koin emang tidak banyak harganya pun murah. Buat pelajaran aja .untung masih beli murah gak banyak uang keluar ..tiba tiba kok coinya di hapus apa maksud nya .udah membelu koin tapi kok di hapus ..punya daya harga memang murah tapi itu buat pelajaran .. apalagi beli coin yg mahal gimana coba??.siapa yg tanggung jawab .. Yg iinginn dan yg ingin main indodax mohon di pikirkan dulu ..pelajaran aja ini ..makasih
2021-11-30 13:51:54,Verry bad
2021-11-30 13:31:30,YA ampun platform terbesar di indonesia masih bisa2nya kena tipu. Koin Vidy Vidyx aset masa depan di hold lama malah di delist trus uangnya dikemanain semuanya. Baru download tiba2 koin hilang semua. Astaga kecewa bgt. Dahlah bintang 1 cocok kok ini buat aplikasi.
2021-11-30 13:07:12,"Tolong min saldo saya kekuras habis, pertama habis jual koin VIDY tp belum di kofirmasi 2 minggu lebih, dan sekarang habis saldo saya."
2021-11-30 7:57:40,Selalu salah masuk pin padahal sudah benar input pin baru tetapi tetap salah pin
2021-11-30 7:29:22,"perfik aja ribet bener, hadeh"
2021-11-30 7:28:39,Servernya jelek mau tarik dana potongannya gede + lama banget masuknya
2021-11-30 6:28:19,Good
2021-11-30 4:50:25,"Indodax 4n7ing..kenapa g ada pemberitahuan kalo vidy bakal di hapus dari indodax. Masih nyimpan koin msih berharap bulish tau tau hilang. Admin indodax mavia manipulasi uang treder,"
2021-11-30 2:44:05,"Wkwkwkw pas beli koin yg harganya rendah lumayan banyak, abis maintenance lgsung hilang ... permainannya sangat bagus 🤣🤣"
2021-11-30 2:36:47,Mau nanya saja harus nunggu antrian EMGnya ga ada lagih yh pegawainya hadeh live chat saja harus nunggu antrian
2021-11-30 2:34:33,Saya kasih bintang 1 karna aset saya hilang tak tersisa
2021-11-30 1:24:52,"Tolong funds busd nya maintenance nya jangan lama lama,,,"
2021-11-30 1:23:49,Ini merugikan saya... Habis maintance coin yg saya buy sdh tdk ada lagi...yg terjadi sya rugi.... Ini penipuan..
2021-11-30 0:59:22,"Moment bullish kok malah maintenance, parah bgt si"
2021-11-30 0:50:38,"Maintenence terus tapi tetep aja busuk! Oh iya candle kamu yang kendalikan sama si anu, lupa aku... 😂"
2021-11-30 0:44:55,"biaya admin ke trusswallet mahal banget 65rb, padahal cuma punya saldo 90rb, over price"
2021-11-30 0:30:59,"Indodax parah JANGAN INSTAL YA pasti ruginya,pas naik jual lemot sampai turun lagi,kapan untungnya?giliran turun cepet banget langsung masuk....Hhaaaddeeuuuhhh Main dari 6 bulan lalu,saldo tidak pernah balik² lagi malah tambah merosot terus,sampai habis"
2021-11-30 0:16:57,Pindah ke pluang aja gaes
2021-11-30 0:15:53,"BAJIIINGAN APLIKASI,SEMAKIN LAMA SEMAKIN MARUK FEE NYA,,OTAK OTAK KADAL DUIT DOANG,BIAYA TF SAMA YG MAU DI TF MALAH JD BEBAN,,YG PEMBUAT NYA OTAK PEPEK MESUM PGN CPT KAYA TP GA MIKIR"
2021-11-29 16:00:16,tiap mau tranfer mesti maintenance terus.
2021-11-29 14:48:00,"Kenapa lambat sekali, jenuh"
2021-11-29 12:37:59,"Harga selisih jauh sma pasar..kmren gw liht di tokocrypto BTC hrgnya 828 jt, d indodax 823 wkwk"
2021-11-29 7:50:55,Listing coin dipilih dong.. Sangkut ATT rugi 6jt Sangkut vidyx sangkut 20jt 😫😖😭😭😭😭😭😭😭
2021-11-29 7:45:45,Delist saja btc/bitcoin dari indodax coin sampah
2021-11-29 6:03:59,tarik duit lama masuk ud 6jam um masuk2
2021-11-29 6:03:13,Minim pengenbangan
2021-11-29 6:00:11,"Parah tolong di perbaiki , masak proses beli aja lama bgt prosesnya, sya beli di jam 2pagi smpe skrng jm 11. 59 blm di proses"
,"TOLONG PERBAIKI SISITEM ALARMNYA, KARENA ALARMNYA SELALU TERLAMBAT"
2021-11-29 3:43:39,apk babi gw ngirim 4 dolar nggk msuk2 kta nya hilang tpi bisa d balikin malah mala hrus bayar 100.000 dasar apk penipu
2021-11-28 13:28:04,"Sungguh terlalu pemberitahuan koin crypto VIDYX dan VIDY terlambat bahwa mau delisting dri indodax, bnyak sekali kerugian milyaran sekian banyak orang termasuk saya👌 licik sekali.. Kasihan yg rugi puluhan juta bahkan ratusan juta apa lagi masa pandemi thank indodax 👌"
2021-11-28 6:13:00,"Jelek gk bertanggung jawab mau delisting gk ada tanggung jawabnya,,,, harusnya pihak idx mempertimbangkan orang orang yg hold token vidy!!!"
2021-11-28 6:07:26,Sangat di sayangkan sekali para sangkuters jika memilih indodax sebagai tranding crypto terbesar tapi hasilnya nihil
2021-11-28 6:04:57,kecewa parah
2021-11-22 12:40:09,HNST Tolong di delisted dari indodax. Koin gak jelas banyak yang beli malah turun.
2021-11-28 0:58:42,Katanya terbesar di indonesia. Tapi ada masalah pada pengguna.lamanya minta ampun
2021-11-28 0:26:18,"APK Banyak Koin Scam Merugikan, Manipulasi Candel klau naik harus beli tapi klau turun bisa sndiri. Aneh. Jgn main lagi lah yg menang hnya bandar dn Indodax, udh diseting. Oh ya giliran ngefud yg scam malah di Ban. Emang ini apk penipu."
2021-11-28 0:23:33,"Yang mau download terus niat nya mau invest,, mending pikir2 dulu,, sekedar mengingatkan jangan berfikir bisa kaya mendadak,, invest di indodax meskipun di awasi ojk, tetap aja kripto yg ingin kita investkan belum tentu aman.. so gw saranin kalo mau invest mending di bitcoin."
2021-11-28 0:20:48,Biaya wd nya 25rb anjin
2021-11-28 0:19:27,"Knpa inih indodax habis di updet ko gk bisa di buka apk nya sudah masukan pin juga,bintang 1 dlu,"
2021-11-28 0:18:16,Deposit lambat
2021-11-28 0:17:54,"merugikan,"
2021-11-28 0:17:35,"harga market koinnya tidak realtime beda jauh sama market koin apk buatan indonesia juga yaitu toko kripto yg harga market koinnya realtime, lalu banyak sekali potongan dideposite yg menurut saya potonga pajak di deposite di hapus saja. kan kalian sudah ambil pajak dari withdraw yg begitu besar yaitu 30%"
2021-11-27 14:22:38,Najis bgt ya biaya deponya bukannya turun malah makin naek gobolk bgt nih
2021-11-27 13:52:17,Saya tidak berkomentar biar mereka merasakan sejelek apa aplikasi ini
2021-11-27 13:16:27,Masukin koin asal list & delist seenak jidat gk tau apa susah buat ngumpulin uang dan hold koin yang nyangkut😭
2021-11-27 13:14:56,#koinmasadepan apaan ini gimana gk itu koin vidyx nyata bangke kok di listing disana. Abis aset jadi Abu.
2021-11-27 13:14:11,"Bintang saya kurangi bos..trnyata klo di banding sama apk sebelah jauh lebih jelek dr semua mslh,mulai dr biaya transaksi jual beli maupun widraw..ini mah apk nya mgkn hnya dibuat untuk yg uang nya banyak saja..klo uang nya hanya pas2an bakalan habis hanya buat biaya transaksi saja"
2021-11-27 13:13:42,Halo Min Sya Mau Tanya Kenapa Coin Raca Tidak Ada Di Platform Indodax?
2021-11-27 9:06:09,"Mahal bgt WD.nya 25, tokocrypto aja cuma gocengan"
2021-11-27 7:33:59,keamanan nya gk jelas
2021-11-27 7:25:13,Biaya penarikan mahal di banding wallet lain
2021-11-27 7:22:25,"Kenapa aplikasi nya ga bisa d buka ,, cuma sampe masukin pin tapi ga terbuka aplikasibnya ?????"
2021-11-27 7:16:51,"Kecewa SM indodax, seenaknya aja... Udah rugii d suruh jual aja.. kalo emng d delist jgn pas LG turunnnn , dasarrrrr keterlaluan"
2021-11-30 14:18:57,"Kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama.. Kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya.. 2x saya dibikin gagal entry gara"" nungguin deposit indodax"
2021-11-23 6:24:13,"Minta tolong dong admin, top up akun wallet bisa. Tapi kenapa kalo penarikan ga bisa pakek akun virtual ewalet???!!!!"
2021-11-26 1:24:26,"Kasi bintang 2 dulu ya.. Mudahan segera di perbaiki Karna sering terjadi maintenence Ketika "" JUAL "" eksekusi nya lambat sekali Dan biasanya kalo terjual tidak auto 100% ( Tuntas ) kadang terjual cuma 2% kadang juga 10% kalau boleh jujur,agar risih sih ketika jual tidak tuntas 😁🙏"
2021-11-22 13:55:07,"Bappeti sih, tapi depo aja nunggu 5 hari dulu baru masuk. Kirim screenshot di opsi pelaporan status nya gagal, komplen by chat yg bales bot, email no response. Gak kebayang kalo proses WD. Dikembangkan lagi infrastuktur nya supaya gak pada lari."
2021-11-22 7:35:49,"Sebenarnya apk indodax ini bagus, Cuma untuk witdraw nya biaya fee nya aja sih terlalu mahal, beda dgn apk lain nya Ya mudah-mudahan aja next update biaya fee indo ke dompet walet lain jadi lebih murah, dan pengguna pun jadi lebih suka dan makin banyak lagi pengguna nya.. trmkasih"
2021-11-08 2:28:45,"Cukup bintang 2 dulu, apk sudah bagus, tapi untuk biaya penarikan masak terpotong 50% tinggal setengah yg kita terima, untuk biaya penarikan saya rasa cukup 10% , jika terus seperti ini saya takut indodax akan kehilngan peminat, trimakasih"
2021-11-18 13:28:34,"No HP saya hilang dan saya mau masuk ga bisa karna ga ada kode otp.. Saya mau pake no baru tp ga bisa, ga di respon sama sekali sama pihak Indosat.. Saya kecewa"
2021-11-06 5:47:17,"Knp BUSD masih aja maintenance ? Udah berapa hari ini, mau sampai kapan ? Kita naro uang untuk di puter bukan di diem²in gitu aja. Tolong di PERBAIKI SISTEM nya"
2021-10-21 13:22:38,"Bagaimana si kak aplikasi INDODAX nya, Saya ingin ganti no telepon saya yang lama ke yang baru, tapi setelah saya masukkan kartu identitas (KTP) agak lama gitu proses nya, padahal saya tunggu sekitar 15 menitan, tapi belum selesai juga proses nya,"
2021-10-24 12:52:16,"tolong dong pihak indodax,klw mau wd biaya penarikannya di kurangin lah.masa iya sekali narik biayanya Rp250000,saya sebagai pengguna indodax sangat senang apabila biaya penarikannya di kurangi.klw update selanjutnya biaya penarikan di kurangi,saya akan kasih bintang 5"
2021-11-09 2:25:36,Sudah lama saya buka akun. Kok masuk masukkan email lagi dan pasword. Malah dibilang salah pasword. Minta pasword di email malah gak dikirim ke email saya.
2021-11-12 2:34:24,Tak bisa ganti nama.. tak bisa delete akun.. verifikasi selalu di tolak.. alasan foto tak sesuai KTP.. eh tau gk.. itu KTP d bikin tahun kapan dan sekarang tahun berapa? Jelas udah ada perubahan rambut dan fisik lah
2021-11-15 1:03:49,"Mohon bantuan nya untuk mengaktifkan aku lama saya, karena no hp hilang, dan sudah mengikuti alur nya, tetapi tetap saja tidak bisa mengganti no hp"
2021-10-29 13:36:25,"Bintang saya turunin dulu,,,, Saya depo via transfer Dari tgl 27-10-2021 sampai hari ini tgl 29-10-2021 belum juga masuk,saya sudah email kirim bukti transaksi sesuai yg diminta namun tidak ada info lagi. Saya email kembali,tidak juga ada tanggapan....makin lama bukanya makin bagus kok malah seperti in,pling nggk direspon lah dahulu."
2021-11-17 3:25:46,Kok mau widraw...ke dana susah banget sih padahal sudah di konfirmasi dari indodaknya suruh nunggu 1x24 jam....sudah ditunggu ....malahan di apknya ada tulisan CANCELLED...dan selalu begitu
2021-10-22 8:54:48,"Tolong, ini gimana proses pergantian nomor akun saya kok lama banget ampe berhari-hari masih aja pending. mau login sama mau penarikan jadi terkendala waktu, ngadu ke cs juga kurang membantu, sama aja disuruh nunggu."
2021-11-08 1:27:20,Saran: agar ada persentasi keuntungan kerugian kita bisa ditampilkan. Aplikasi sebelah udah ada tuh. Ayoo perbanyak fitur yg memanjakan pengguna. 💪😊😊
,"Semua semua mahal, gangguan terusss, masa kalah sana yg serba murah siii. Kalo begini begini teruss rakyat indodax pindah ke binance semua, cuma butuh waktu aja. Soory kalo terlalu kritis"
2021-10-24 0:27:13,"Ini setelah saya update kok malah gak jelas ya? Awal saldo jd 0 terus normal bs lihat saldo tp chart dll gak bisa terus saya log out. Sekarang saya mau log in malah responsnya lambat 10menit nyoba log in belum bisa2. Kalau masalah jaringan kenapa saya buka TkO, plu bisa?"
2021-10-10 5:16:28,"Tiap kali untuk penjualan selalu minta isi data diri terus, padahal data diri saya sudah saya lengkapin. Buat mengganti profil aja gak bisa-bisa. Terus apa maunya sih masa isi saldo bisa membeli saham bisa tapi kalau menjual enggak bisa. Shitttt"
2021-10-28 8:26:17,"Server indodax mau ngasih saran koin nya di perbanyak lagi, keluhan buat INDODAX biaya penarikan / depo jangan mahal mahal lahh... Inget itu kalau pun mahal gapapa, yang PENTING itu ON TIME, REAL TIME WAKTU.. Ini soal uang bukan permainan biasa.. TOLONG segera di Eksekusi kekurangan Customer, kalaupun Tidak ntar malahan PADA kabur ke APK Lain."
2021-10-29 0:08:48,"Tolong di perbaiki untuk angka keterangan harga sangat kaku,karena klu menggunakan hp seperti saya untuk mengetahui pergerakan harga layar hp d usap dari atas kebawah dulu baru keterangan harga berubah,sehingga susah untuk mengetahui pergerakan harga"
2021-11-20 1:47:15,"Tgl 20 November dari jam 6:00 - 8:14 wib Indodax lemot pdhl YouTube& apps lain kenceng ,mohon di infokan mengapa lambat,untuk sementara saya kasih bintang 2 dulu"
2021-10-27 14:07:30,"Hallo indodax .. Tolong perbaiki server mu , mau jual/beli sangat susah sekali . Padahl hal yg terpenting adalah kedua hal tsb . Gmna mau dptkn cuan/hrga yg kita inginkan klo jual/beli aja pending lama sekali . Mohon perbaikan nya demi kebaikan indodax dan pengguna . Kalau gini trs pengguna bakal beralih ke apk sebelah karna gak dptkn hrga jual/beli yang di inginkan . T.ksh🙏🙏"
2021-11-29 8:10:40,"Ketika ""Sell"" eksekusinya lambat sekali, keburu harganya berubah dan kepotong biaya taker 0.3%. Serta nggak ada fitur Stop Loss-nya"
2021-10-27 14:02:06,"Klw lg pump / dump jangan jadi lemot lah ,tolong di perbaiki .sy masih setia untuk saat ini .ga tau ke depanya klw masih begini .ini bukan sekali dua kali kejadinya termasuk sore ini Rabu 27 Oktober 2021 ga bisa buy / sell paraah"
2021-10-10 0:29:46,"Ini ko yang punya gw susah amat untuk di daftarin nya.. sma kaya yang lain ""nomor yang anda pakai sudah di gunakan"". Mana yang pnya gw di isi saldo lagi. Sayang kan kalo gk di ambil lagi..kacau nih apl sampah banget.."
2021-10-28 9:26:03,"Kurang server????? Loading lama, cutloss sering gagal Saldo sering macet, Perbaiki masalah nya dulu jangan ngiklan kesana kesini. pelayanan jadi kurang"
2021-10-29 14:10:23,"Review jujur : * biaya instant order mahal bgt 0,3% * biaya wd oke lah * kl trading gede2 mulai 5 juta aja susah buy n sell nya soalnya pasar nya gak rame (maklum di indonesia masih sedikit yang trading crypto) *tp mayan app ini buat latihan, kl buat cuan gak bisa banyak karena pasar lokal tidak seramai pasar internasional *kl mau buy n sell nominal besar kaya 100 juta-1 milyar bisanya di stabil koin kaya usdt *sekian n terimakasih semoga lebih berkembang dan biaya instant order dikurangin"
2021-10-23 6:28:33,"Saya masih mengunakan exchange ini indodax tolong ketika penjualan pending ordernya di percepat, pas penjualan lama banget,, saya berharap kedepan indodax bisa lebih baik, jika sudah baik saya tambah bintangnya Klw belum baik terpaksa pindah Terimakasih"
2021-11-09 6:38:36,"Pas untung di jual prosesnya lama banget, 0as beli harga rendah beberapa menit kemudian harga naik tapi proses beli juga jadi lama. Mohon di perbaiki"
2021-11-20 1:53:25,"Nomor ponsel (lama) saya terkunci, saya kesulitan update nomor yang baru (selalu gagal). Mohon dibantu. Thx"
2021-11-20 3:31:22,Server payah. Banyak yg rugi gara2 server bobrok. Exchange lama tapi masih saja masalah server tidak ada kemajuan.
2021-10-24 13:30:08,"Butuh banget peningkatan kualitasnya, withdrawal fee tinggi tapi buat trading experiencenya kurang nyaman, harga jadi sering ngga pas ketika mau order buy & berujung harus berkali2 cancel order. Padahal timing sama momentum itu cukup penting ketika kita trading."
2021-11-10 7:13:38,"Hallo, pagi ini iddx saya tidak bisa dibuka. Verifikasi nomer tlpn nya tidak masuk. Kmn contack Coatumer service ??"
2021-10-24 0:24:29,Semakin sering error... Apalagi kalo pas ada koin yang di pump gede²an. Chartnya langsung error. Padahal peringkat indodax lumayan gede lo....
2021-11-07 5:17:36,"Deposite bayar admin ,penarikan bayar admin... Mahal lagi admin , belum proses transfer nya harus kita lagi yang bayar admin nya kalo beda bank,, cape dechhh"
2021-11-04 0:44:40,"HP saya hilang sekaligus No HP nya, Saya ingin login dengan no baru, dapatkah , Sementara saya kasih bintang 2 dulu"
2021-11-24 6:10:35,Saya kasih bintang 2 dulu soalnya saya WD engak perna masuk k akun indodak saya sudah 1 bulan saya tunggu tapi enggak masuk k akun saya tolong admin di bantu
2021-10-22 1:12:51,"Pembelian saham nya lama sekali di ACC, saat pertama kali main cepat sekali di ACC, dan soal verified nya ditolak padahal sudah mengirimkan data sesuai!, Mohon diperbaiki"
2021-10-15 1:12:16,Saya baru bergabung di dunia trading tapi untuk pemasaran harganya sering error' kelonjakan naik atau turun di resiko pemasaran aneh kadang2 eror tolong segera di perbaiki.
2021-11-30 0:10:13,"Parah banyak potongannya, masa topup kena potongan? Lucu"
2021-11-20 2:40:13,Indodax setelah d update server nya jadi lemot dan sering eror. Tolong lah di perbaiki dong.. mau trading jadi susah nihhh
2021-11-15 1:04:22,Verivikasi dipersulit..foto sefie harus mirip dengan ktp yg sudah 10 thn yang lalu..wajahku kan semakin tua..
2021-11-13 0:36:27,Mohon dari pihak Indodax biaya admid penarik jangan gede gede lah..kalo dari tim Indodax punya hari nurani tolong di mengerti untuk buat orang yang bermodal kecil contoh modal 100rb nah selama di berinvestasi di Indodax kan gak selama nya aset itu naik nah contoh modal 100rb turun jadi 75rb nah itu kan gak bisa ambil malah udh ke admid nya gede banget 25rb tolong di pikir lagi kalo mau di kenakan admidn di apk lain aja gak sampai segituh nya pikir aja....di apk lain aja kena biaya hanya 4rb.thx
2021-11-20 6:42:45,Setelah update buat jual dan beli coin tidak bisa lagi
2021-11-12 2:34:44,Pindah kesebelah saja yg fiturnya banyak... Tdur bisa tenang ketika mareket liar... Kalian yg masih setia coba deh fikir2 lgi.. mari sama2 tarik dan pindah kesebelah.. anak binen
2021-11-06 6:29:41,"Udah bisa deposit tidak... Saya mau deposit takut ga bisa hilang, takut nyesel saya, tolong di perbaiki"
2021-10-27 13:04:45,"Keadaan market lagi keos eh tiba"" ga bisa buy/sell server down entah sistem eror apa Tangan manusianya Jahil, Taro aset disini jd kaya daun ga jelas. Pas normal market udh dibawah drastis sekali"
2021-11-16 14:48:11,"Proses jual beli terlalu lama, beli dolar aja sampe ber jam-jam . Apalagi beli/jual crypto"
2021-11-18 1:54:18,Setiap buy/sell crypto lama bangetttt padahal market lagi baguss. trus juga fee penarikannya ga kira² mahal banget.. tolong di sesuaikan lagi indodax
2021-11-20 1:23:13,Ni lagi eror ya? Kok ga bisa masuk???
2021-10-21 4:44:18,Mohon donk... Kalo mau beli atau jual dipermudah kaya dipeluang kan prosesnya cepet ... Masa harus nunggu bahkan beli diharga rendah giliran dibeli ga bisa sampai harganya naik...
2021-11-01 7:23:20,"Saya sudah melakukan WD ,ke akun dana ,tolong segera di proses, biasanya cepet sekarang kok lama, terimakasih"
2021-10-28 9:01:12,"Sy member lupa password,pada saat meminta verifikasi kode OTP ke sms no yg teregistrasi tidak pernah ada konfirmasi, maksudnya apa ini"
2021-10-25 0:49:12,"Verifikasinya kenapa ya g miscall2, lewat web juga password sampe ganti via email tetep aj salah, ban 3 jam. Hadeh sistem of a down pagi kumat"
2021-10-12 14:52:49,"Tidak bisa regristasi, keterangan nomer utama salah, laaaaah ??? Nomer apaan yg salah baru aja daftar kok dah disalahin"
2021-10-31 3:49:11,"Kenapa sering error', mau cancel ata buy aja susah tereksekusi nya .. kayak gini terus rugi saya sebagai trader... Perbaiki ....."
2021-11-14 8:00:17,"Sumpah, transaksi di indodax lemot kali, tolong dong ini dperbaiki. beli coin aj bs smpe 1 jam baru masuk"
2021-10-06 13:37:31,"Gagal diverifikasi wajah,wajah tidak sesuai dengan foto ktp saya yang dibuat 7 tahun yang lalu,terus solusinya bagai mana"
2021-10-04 10:58:19,Kenapa saat saya mau jual atau beli proses cukup lama ya? Padalah pada saat beli atau jual udah pas pada saat harga di market
2021-10-30 8:45:38,Terlalu lama proses jual ataupun beli.sedangkan kita butuh cepat untuk bertransaksi.sangat kurang puas dengan pelayanan.
2021-10-28 6:54:41,"mohon maaf admin saya sudah melakukan deposit Rp. 400.000 namun saldo di indodax saya tidak bertambah, mohon bantuannya 🙏"
2021-11-26 5:43:56,"Akun saya kenapa nggk bisa log in padahal password sudah sangat benar, apa maksud ini.😔"
2021-11-18 10:44:28,"Saya verifikasi identitas foto ktp aduh ga bisa bisa , udh 50 kali dicoba tetep ditolak padahal foto ktpnya terang tolong diperbaiki"
2021-10-08 13:12:35,"Mengapa susah sekali login setelah memasukan pin, dan harus di hapus aplikasi nya dan install ulang lagi baru login😓😓"
2021-11-03 14:08:14,2 aja. Karena BNI mobile bankingnya sekarang sudah gk bisa tranfer virtual account. Maaf bgt
2021-11-21 6:57:38,Gak bisa narik padahal akun dana sama akun indodax nya namanya sama.. biarin aja lah sedekah..
2021-10-21 4:44:40,Harga koin di indodax beda banget sama aplikasi yg lain...contoh koin shiba inu di indodax masih harga 0.00002787 sedangkan di aplikasi lain harga shiba 0.00003945 tolonglah di perbaiki lagi
2021-10-21 6:14:40,"Saya Deposit kenapa engga masuk, email juga sudah saya kirim,,tp ngg respon woyyy ,yg bener dong,,"
2021-10-18 9:34:55,Tak ada sms masuk ke nomer untuk Verifikasi Sms utk dapat 6 pin code .. nyangkut di mana nomer hp dah benar ..
2021-10-26 8:44:42,"Mau jual aset pending melulu akhirnya malah rugi Keluhan dr dulu kenapa gak di perbaiki,apa gunanya kemarin maintenance"
2021-10-26 13:47:25,"Kecewa bgt klo pas ada koin pump ga bisa dijual, setelah normal atau trun baru bisa dijual gimna si ini seolah2 ngga boleh klo membernya untung besar"
2021-10-21 14:23:43,tolong perbaiki systemnya. jaringan jelek tp transaksi diteruskan. transaksi gw pakai limit tiba2 pakai market instan.
2021-11-06 14:24:24,Tolong kalo maintenance segera di perbaiki secepatnya kasian yang mau buy coin jadi ketinggalan momen :)
2021-10-21 4:40:18,"Exchange terbesar di indonesia , tapi servernya down kalau lagi ramai transaksi.. tolong diperbaiki"
