Date,Index,Content,Sentiment
2021-11-05 0:52:06,188,"harga market koinnya tidak realtime beda jauh sama market koin apk buatan indonesia juga yaitu toko kripto yg harga market koinnya realtime, lalu banyak sekali potongan dideposite yg menurut saya potonga pajak di deposite di hapus saja. kan kalian sudah ambil pajak dari withdraw yg begitu besar yaitu 30%",1
2021-12-01 13:07:23,189,Najis bgt ya biaya deponya bukannya turun malah makin naek gobolk bgt nih,0
2021-12-01 10:06:23,190,Saya tidak berkomentar biar mereka merasakan sejelek apa aplikasi ini,0
2021-12-01 8:50:45,191,Masukin koin asal list & delist seenak jidat gk tau apa susah buat ngumpulin uang dan hold koin yang nyangkut😭,0
2021-12-01 8:11:17,192,#koinmasadepan apaan ini gimana gk itu koin vidyx nyata bangke kok di listing disana. Abis aset jadi Abu.,1
2021-12-01 8:02:12,194,Halo Min Sya Mau Tanya Kenapa Coin Raca Tidak Ada Di Platform Indodax?,1
2021-12-01 7:41:23,195,"Mahal bgt WD.nya 25, tokocrypto aja cuma gocengan",0
2021-12-01 7:37:34,196,keamanan nya gk jelas,0
2021-12-01 7:05:41,197,Biaya penarikan mahal di banding wallet lain,2
2021-12-01 6:43:00,199,"Kecewa SM indodax, seenaknya aja... Udah rugii d suruh jual aja.. kalo emng d delist jgn pas LG turunnnn , dasarrrrr keterlaluan",0
2021-12-01 9:44:46,200,"Kenapa setiap kali dibutuhkan transfer cepat ke trust wallet selalu saja pending lama.. Kalau sedang transfer biasa gk ada kebutuhan malah cepet banget nyampenya.. 2x saya dibikin gagal entry gara"" nungguin deposit indodax",0
2021-12-01 6:27:30,201,"Minta tolong dong admin, top up akun wallet bisa. Tapi kenapa kalo penarikan ga bisa pakek akun virtual ewalet???!!!!",1
2021-12-01 6:23:24,202,"Kasi bintang 2 dulu ya.. Mudahan segera di perbaiki Karna sering terjadi maintenence Ketika "" JUAL "" eksekusi nya lambat sekali Dan biasanya kalo terjual tidak auto 100% ( Tuntas ) kadang terjual cuma 2% kadang juga 10% kalau boleh jujur,agar risih sih ketika jual tidak tuntas 😁🙏",0
2021-12-01 6:22:27,203,"Bappeti sih, tapi depo aja nunggu 5 hari dulu baru masuk. Kirim screenshot di opsi pelaporan status nya gagal, komplen by chat yg bales bot, email no response. Gak kebayang kalo proses WD. Dikembangkan lagi infrastuktur nya supaya gak pada lari.",0
2021-12-01 6:17:27,204,"Sebenarnya apk indodax ini bagus, Cuma untuk witdraw nya biaya fee nya aja sih terlalu mahal, beda dgn apk lain nya Ya mudah-mudahan aja next update biaya fee indo ke dompet walet lain jadi lebih murah, dan pengguna pun jadi lebih suka dan makin banyak lagi pengguna nya.. trmkasih",2
2021-12-01 6:07:57,206,"No HP saya hilang dan saya mau masuk ga bisa karna ga ada kode otp.. Saya mau pake no baru tp ga bisa, ga di respon sama sekali sama pihak Indosat.. Saya kecewa",0
2021-12-01 5:58:21,207,"Knp BUSD masih aja maintenance ? Udah berapa hari ini, mau sampai kapan ? Kita naro uang untuk di puter bukan di diem²in gitu aja. Tolong di PERBAIKI SISTEM nya",0
2021-11-29 13:20:32,208,"Bagaimana si kak aplikasi INDODAX nya, Saya ingin ganti no telepon saya yang lama ke yang baru, tapi setelah saya masukkan kartu identitas (KTP) agak lama gitu proses nya, padahal saya tunggu sekitar 15 menitan, tapi belum selesai juga proses nya,",0
2021-11-30 14:12:48,211,Tak bisa ganti nama.. tak bisa delete akun.. verifikasi selalu di tolak.. alasan foto tak sesuai KTP.. eh tau gk.. itu KTP d bikin tahun kapan dan sekarang tahun berapa? Jelas udah ada perubahan rambut dan fisik lah,0
2021-11-30 13:51:54,212,"Mohon bantuan nya untuk mengaktifkan aku lama saya, karena no hp hilang, dan sudah mengikuti alur nya, tetapi tetap saja tidak bisa mengganti no hp",1
2021-11-30 13:31:30,213,"Bintang saya turunin dulu,,,, Saya depo via transfer Dari tgl 27-10-2021 sampai hari ini tgl 29-10-2021 belum juga masuk,saya sudah email kirim bukti transaksi sesuai yg diminta namun tidak ada info lagi. Saya email kembali,tidak juga ada tanggapan....makin lama bukanya makin bagus kok malah seperti in,pling nggk direspon lah dahulu.",0
2021-11-30 13:07:12,214,Kok mau widraw...ke dana susah banget sih padahal sudah di konfirmasi dari indodaknya suruh nunggu 1x24 jam....sudah ditunggu ....malahan di apknya ada tulisan CANCELLED...dan selalu begitu,1
2021-11-30 7:57:40,215,"Tolong, ini gimana proses pergantian nomor akun saya kok lama banget ampe berhari-hari masih aja pending. mau login sama mau penarikan jadi terkendala waktu, ngadu ke cs juga kurang membantu, sama aja disuruh nunggu.",0
2021-11-30 7:29:22,216,Saran: agar ada persentasi keuntungan kerugian kita bisa ditampilkan. Aplikasi sebelah udah ada tuh. Ayoo perbanyak fitur yg memanjakan pengguna. 💪😊😊,2
2021-11-30 7:28:39,217,"Semua semua mahal, gangguan terusss, masa kalah sana yg serba murah siii. Kalo begini begini teruss rakyat indodax pindah ke binance semua, cuma butuh waktu aja. Soory kalo terlalu kritis",0
2021-11-30 6:28:19,220,"Server indodax mau ngasih saran koin nya di perbanyak lagi, keluhan buat INDODAX biaya penarikan / depo jangan mahal mahal lahh... Inget itu kalau pun mahal gapapa, yang PENTING itu ON TIME, REAL TIME WAKTU.. Ini soal uang bukan permainan biasa.. TOLONG segera di Eksekusi kekurangan Customer, kalaupun Tidak ntar malahan PADA kabur ke APK Lain.",2
2021-11-30 4:50:25,221,"Tolong di perbaiki untuk angka keterangan harga sangat kaku,karena klu menggunakan hp seperti saya untuk mengetahui pergerakan harga layar hp d usap dari atas kebawah dulu baru keterangan harga berubah,sehingga susah untuk mengetahui pergerakan harga",1
2021-11-30 2:44:05,222,"Tgl 20 November dari jam 6:00 - 8:14 wib Indodax lemot pdhl YouTube& apps lain kenceng ,mohon di infokan mengapa lambat,untuk sementara saya kasih bintang 2 dulu",0
2021-11-30 2:36:47,223,"Hallo indodax .. Tolong perbaiki server mu , mau jual/beli sangat susah sekali . Padahl hal yg terpenting adalah kedua hal tsb . Gmna mau dptkn cuan/hrga yg kita inginkan klo jual/beli aja pending lama sekali . Mohon perbaikan nya demi kebaikan indodax dan pengguna . Kalau gini trs pengguna bakal beralih ke apk sebelah karna gak dptkn hrga jual/beli yang di inginkan . T.ksh🙏🙏",0
2021-11-30 2:34:33,224,"Ketika ""Sell"" eksekusinya lambat sekali, keburu harganya berubah dan kepotong biaya taker 0.3%. Serta nggak ada fitur Stop Loss-nya",0
2021-11-30 1:24:52,225,"Klw lg pump / dump jangan jadi lemot lah ,tolong di perbaiki .sy masih setia untuk saat ini .ga tau ke depanya klw masih begini .ini bukan sekali dua kali kejadinya termasuk sore ini Rabu 27 Oktober 2021 ga bisa buy / sell paraah",0
2021-11-30 1:23:49,227,"Kurang server????? Loading lama, cutloss sering gagal Saldo sering macet, Perbaiki masalah nya dulu jangan ngiklan kesana kesini. pelayanan jadi kurang",2
2021-11-30 0:59:22,229,"Saya masih mengunakan exchange ini indodax tolong ketika penjualan pending ordernya di percepat, pas penjualan lama banget,, saya berharap kedepan indodax bisa lebih baik, jika sudah baik saya tambah bintangnya Klw belum baik terpaksa pindah Terimakasih",2
2021-11-30 0:50:38,230,"Pas untung di jual prosesnya lama banget, 0as beli harga rendah beberapa menit kemudian harga naik tapi proses beli juga jadi lama. Mohon di perbaiki",1
2021-11-30 0:44:55,231,"Nomor ponsel (lama) saya terkunci, saya kesulitan update nomor yang baru (selalu gagal). Mohon dibantu. Thx",1
2021-11-30 0:30:59,232,Server payah. Banyak yg rugi gara2 server bobrok. Exchange lama tapi masih saja masalah server tidak ada kemajuan.,0
2021-11-30 0:16:57,234,"Hallo, pagi ini iddx saya tidak bisa dibuka. Verifikasi nomer tlpn nya tidak masuk. Kmn contack Coatumer service ??",1
2021-11-30 0:15:53,235,Semakin sering error... Apalagi kalo pas ada koin yang di pump gede²an. Chartnya langsung error. Padahal peringkat indodax lumayan gede lo....,0
2021-11-29 16:00:16,236,"Deposite bayar admin ,penarikan bayar admin... Mahal lagi admin , belum proses transfer nya harus kita lagi yang bayar admin nya kalo beda bank,, cape dechhh",0
2021-11-29 14:48:00,237,"HP saya hilang sekaligus No HP nya, Saya ingin login dengan no baru, dapatkah , Sementara saya kasih bintang 2 dulu",1
2021-11-29 12:37:59,238,Saya kasih bintang 2 dulu soalnya saya WD engak perna masuk k akun indodak saya sudah 1 bulan saya tunggu tapi enggak masuk k akun saya tolong admin di bantu,0
2021-11-29 7:50:55,239,"Pembelian saham nya lama sekali di ACC, saat pertama kali main cepat sekali di ACC, dan soal verified nya ditolak padahal sudah mengirimkan data sesuai!, Mohon diperbaiki",1
2021-11-29 7:45:45,241,"Parah banyak potongannya, masa topup kena potongan? Lucu",0
2021-11-29 6:03:59,242,Indodax setelah d update server nya jadi lemot dan sering eror. Tolong lah di perbaiki dong.. mau trading jadi susah nihhh,0
2021-11-29 6:03:13,243,Verivikasi dipersulit..foto sefie harus mirip dengan ktp yg sudah 10 thn yang lalu..wajahku kan semakin tua..,0
2021-11-29 6:00:11,244,Mohon dari pihak Indodax biaya admid penarik jangan gede gede lah..kalo dari tim Indodax punya hari nurani tolong di mengerti untuk buat orang yang bermodal kecil contoh modal 100rb nah selama di berinvestasi di Indodax kan gak selama nya aset itu naik nah contoh modal 100rb turun jadi 75rb nah itu kan gak bisa ambil malah udh ke admid nya gede banget 25rb tolong di pikir lagi kalo mau di kenakan admidn di apk lain aja gak sampai segituh nya pikir aja....di apk lain aja kena biaya hanya 4rb.thx,1
,246,Pindah kesebelah saja yg fiturnya banyak... Tdur bisa tenang ketika mareket liar... Kalian yg masih setia coba deh fikir2 lgi.. mari sama2 tarik dan pindah kesebelah.. anak binen,0
2021-11-29 3:43:39,248,"Keadaan market lagi keos eh tiba"" ga bisa buy/sell server down entah sistem eror apa Tangan manusianya Jahil, Taro aset disini jd kaya daun ga jelas. Pas normal market udh dibawah drastis sekali",0
2021-11-28 13:28:04,249,"Proses jual beli terlalu lama, beli dolar aja sampe ber jam-jam . Apalagi beli/jual crypto",0
2021-11-28 6:13:00,250,Setiap buy/sell crypto lama bangetttt padahal market lagi baguss. trus juga fee penarikannya ga kira² mahal banget.. tolong di sesuaikan lagi indodax,2
2021-11-28 6:07:26,251,Ni lagi eror ya? Kok ga bisa masuk???,0
2021-11-28 6:04:57,252,Mohon donk... Kalo mau beli atau jual dipermudah kaya dipeluang kan prosesnya cepet ... Masa harus nunggu bahkan beli diharga rendah giliran dibeli ga bisa sampai harganya naik...,2
2021-11-22 12:40:09,253,"Saya sudah melakukan WD ,ke akun dana ,tolong segera di proses, biasanya cepet sekarang kok lama, terimakasih",1
2021-11-28 0:58:42,254,"Sy member lupa password,pada saat meminta verifikasi kode OTP ke sms no yg teregistrasi tidak pernah ada konfirmasi, maksudnya apa ini",0
2021-11-28 0:26:18,255,"Verifikasinya kenapa ya g miscall2, lewat web juga password sampe ganti via email tetep aj salah, ban 3 jam. Hadeh sistem of a down pagi kumat",0
2021-11-28 0:23:33,257,"Kenapa sering error', mau cancel ata buy aja susah tereksekusi nya .. kayak gini terus rugi saya sebagai trader... Perbaiki .....",0
2021-11-28 0:20:48,258,"Sumpah, transaksi di indodax lemot kali, tolong dong ini dperbaiki. beli coin aj bs smpe 1 jam baru masuk",0
2021-11-28 0:19:27,259,"Gagal diverifikasi wajah,wajah tidak sesuai dengan foto ktp saya yang dibuat 7 tahun yang lalu,terus solusinya bagai mana",0
2021-11-28 0:18:16,260,Kenapa saat saya mau jual atau beli proses cukup lama ya? Padalah pada saat beli atau jual udah pas pada saat harga di market,1
2021-11-28 0:17:54,261,Terlalu lama proses jual ataupun beli.sedangkan kita butuh cepat untuk bertransaksi.sangat kurang puas dengan pelayanan.,0
2021-11-28 0:17:35,262,"mohon maaf admin saya sudah melakukan deposit Rp. 400.000 namun saldo di indodax saya tidak bertambah, mohon bantuannya 🙏",1
2021-11-27 14:22:38,263,"Akun saya kenapa nggk bisa log in padahal password sudah sangat benar, apa maksud ini.😔",1
2021-11-27 13:52:17,264,"Saya verifikasi identitas foto ktp aduh ga bisa bisa , udh 50 kali dicoba tetep ditolak padahal foto ktpnya terang tolong diperbaiki",1
2021-11-27 13:16:27,265,"Mengapa susah sekali login setelah memasukan pin, dan harus di hapus aplikasi nya dan install ulang lagi baru login😓😓",1
2021-11-27 13:14:56,266,2 aja. Karena BNI mobile bankingnya sekarang sudah gk bisa tranfer virtual account. Maaf bgt,0
2021-11-27 13:14:11,267,Gak bisa narik padahal akun dana sama akun indodax nya namanya sama.. biarin aja lah sedekah..,0
2021-11-27 13:13:42,270,Tak ada sms masuk ke nomer untuk Verifikasi Sms utk dapat 6 pin code .. nyangkut di mana nomer hp dah benar ..,1
2021-11-27 9:06:09,271,"Mau jual aset pending melulu akhirnya malah rugi Keluhan dr dulu kenapa gak di perbaiki,apa gunanya kemarin maintenance",0
2021-11-27 7:33:59,272,"Kecewa bgt klo pas ada koin pump ga bisa dijual, setelah normal atau trun baru bisa dijual gimna si ini seolah2 ngga boleh klo membernya untung besar",0
2021-11-27 7:25:13,274,Tolong kalo maintenance segera di perbaiki secepatnya kasian yang mau buy coin jadi ketinggalan momen :),1
2021-11-27 7:22:25,275,"Exchange terbesar di indonesia , tapi servernya down kalau lagi ramai transaksi.. tolong diperbaiki",2
2021-11-27 7:16:51,277,Kenapa saya tidak bisa membuka indodax padahal saya sudah masukan pin dengan benar,1
2021-11-30 14:18:57,279,Agak sedikit kecewa mau deposit sekarang virtualcount bank nya dikurangi tidak ada bank bni maupun bri,0
2021-11-23 6:24:13,280,"beeli koinnya lama banget transaksinya, orang lagi butuh buru buru gw nunggu 6 jam gak keterima terima koinnya",0
2021-11-26 1:24:26,281,Tolong aplikasi di upgrade untuk mempercepat waktu jual beli coin dan juga mengurangi harga fee kaya apk sebelah,2
2021-11-22 13:55:07,282,"indodax kapan mempunyai fitur stop loss,,, melihat beberapa app sebelah sudah punya fitur tersebut",1
2021-11-22 7:35:49,284,"Mohon kurangi biaya WD yg saat ini 12.5% menjadi 5% la, klo lainnya Indodax dah bagus banget",2
2021-11-08 2:28:45,285,Fee(potongan) nya mantap bikin kaya raya mendadak sih sumpah/ buat apk nya sih 😃😃😃,0
2021-11-18 13:28:34,286,3x deposit BCH dari apk tambang semuanya pending ga da yg masuk..ada pa dengan indodax...rasanya udh malas mau main di indodax😤,0
2021-11-06 5:47:17,287,Kenapa kalau mau masuk apk selalu keluar sendiri tolong di perbaiki,2
2021-10-21 13:22:38,289,Tolong dong BNI supaya bisa lagi untuk transaksi deposit...,1
2021-10-24 12:52:16,293,"potongan tarik saldo nya coba di kurangin lagi,trllu besar minim 25rb mah!!",0
2021-11-09 2:25:36,294,Jika di setiap coin ada stop sell nya saya kasih bintang 5,1
2021-11-12 2:34:24,295,Admin widrawnya terlalu besar buat pemula belajar & yang modalnya sedikit...,0
2021-11-15 1:03:49,297,Loh kok gak bisa transaksi? Ktinggalan kereta dong klo gini pas turun,0
2021-10-29 13:36:25,299,"Untuk pembelian & penjualan koin nunggu terlalu lama, bisa 1 X 24 jam",1
2021-11-17 3:25:46,300,"Hai Indodax, Tolong ditambahkan dan disempurnakan 1. Realtime harga di halaman jual beli tanpa perlu refresh 2. Penambahan stop limit koin top 10 CMC 3. Disempurnakan lagi keluar masuk aplikasi lewat widget 4. Aplikasi dipermudah untuk internet lemah,sering terjadi order ganda . . . . . . . . . . . . . . . . . . Dan jika bisatolong diperbanyak fitur lain seperti staking, penambahan pair mata uang, bagan sell/buy di halaman open order, dll.",2
2021-10-22 8:54:48,305,Please re design your UI/UX.Your UI/UX is so old. Its hurt my eyes,1
2021-11-08 1:27:20,307,"Deposit di potong, wd juga kena potong, buset ini aplikasi,",0
,310,Dear indodak untuk jumlah koin di AOA indodak kok gak sama dengan website AOA apa perlu di audit dari OJK dlu biar sama,1
2021-10-24 0:27:13,311,Krna msh tahap bljar kuberikan kau 🌟2 dl yaah,1
2021-10-10 5:16:28,312,Biaya wd mahal tapi prosesnya lama...,0
2021-10-28 8:26:17,319,Biarkan bintang yg bercerita...,2
2021-10-29 0:08:48,326,Setelah update malah ngelag loading mulu padahal sinyal lancar,0
2021-11-20 1:47:15,335,Gimana nih kok harganya Coin di Indodax bisa beda dengan Exchange yang lain? Mohon diperbaiki.,1
2021-10-27 14:07:30,339,Kok yg terbaru virtualaccount BNI nya jadi ilang yaa,1
2021-11-29 8:10:40,341,APK sering Forced closed woiiii. Tolong diperbaiki,0
2021-10-27 14:02:06,342,Kok g bisa masuk sih,1
2021-10-10 0:29:46,344,"Biaya kliring jangan mahal, murah kek tokocrypto",1
2021-10-28 9:26:03,346,Tolong perbaharui grafignya...,1
2021-10-29 14:10:23,347,Ddlu sy prbh dftr trs sy uninstal. Pas sy bk lg sldo sy gk ad smw🤦‍♂️. Hrsy kn msh ad. Tlog donk kmblikn sldo ny,0
2021-10-23 6:28:33,350,"Saya kasih 2⭐ dulu ya. Soalnya dari tgl sembilan pemeritahuan email katanya perubahan nomor hp sudah disetujui. Tapi sampai saat ini mau login indodax blm bisa. Verifikasinua masih pake nomor lain. Saya minta ganti nomor, malah dibilang nomor ponsel baru sama dengan nomor lama, padahal verifikasinya indodax masih pake nomor yg hilang. Gimana dong min solusinya...masak saya sudah tidak bisa masuk lagi...tolong ya min 🙏",0
2021-11-09 6:38:36,355,Kok gak bisa witdhraw bnb ke trustwallet ya? Dibilangnya alamat bnb nya salah error mulu,0
2021-11-20 1:53:25,356,Fee Withdraw Kurangin Lah Masa Iya Withdraw Rp.100.000 Fee Withdraw Rp.25.000 Njir Kacau,0
2021-11-20 3:31:22,361,"Gak ada fitur OCO, alarm selalu telat, suka error saat buy",0
2021-10-24 13:30:08,362,Kenapa Kirim Koin ke wallet lain tidak bisa 7 November 2021,1
2021-11-10 7:13:38,365,Kecewa sih karna mau deposit pake BNI malah di hilangin dari fitur transaksi,0
2021-10-24 0:24:29,367,Deposit pakai bank BNI kenapa jadi gak ada yah...,1
2021-11-07 5:17:36,372,Sering maintenance sangat kecewa,0
2021-11-04 0:44:40,374,"Bgst, ini indodax pas wd koin nominal lumayan masuknya dipending mulu, kalo koin nominal receh cepet masuknya, bgst, kirain wallet terpercaya, malah memperdaya kntl",0
2021-11-24 6:10:35,375,proses verifid nya lama,0
2021-10-22 1:12:51,377,Kurangin maintenance nya,2
2021-10-15 1:12:16,381,Lelet parah mau jual mau beli transaksi lama banget,0
2021-11-30 0:10:13,382,Aplikasinya gak bisa depo pake Bni 🤦🏻‍♂ lawak,0
2021-11-20 2:40:13,384,"Kebanyakan perbaikan, gak maksimal bgt sihhhh.",0
2021-11-15 1:04:22,386,Tiap refresh knpa saldo sering berubah ubah...?,1
2021-11-13 0:36:27,387,Ngestack mlu klo mao buy/sell,0
2021-11-20 6:42:45,388,"Apl lambat, kalau gini dari awal mending cari yang lain saya.",0
2021-11-12 2:34:44,391,Pelayanan nya super lambat Dlu masih oke oke aja Sekarang walahh ampunn lah Tolong lah di perbaiki,0
2021-11-06 6:29:41,393,Kalau top up cepet bangat. Tapi kalau wd lama nya minta ampun..,1
2021-10-27 13:04:45,397,"Lucu bro depo mudah narik susah, verifikasi karna kurang umur aj👎👎😺",0
2021-11-16 14:48:11,400,"Semoga di baca oleh pihak indodax, selamat siang pihak indodax, saya senang selama trading/invest menggunakan aplikasi ini sudah lebih 2 tahun, tapi alangkah baiknya di tambahkan fitur (+) profit dan (-) saldo kita, seperti aplikasi investasi lainnya, biar kita bisa lihat berapa +% profit atau (-) saldo kita saat melakukan investasi/trading di salah satu crypto, semoga di baca, dan untuk teman teman yang setuju tolong di like ulasan ini, biar pihak indodax mempertimbangka ulasan ini, terimkasih.",2
2021-11-18 1:54:18,402,"1. Server benerin min, MT terus 2. Fitur staking dibuat, buat yg nyangkut kan lumayan 3. Biaya Taker kurangin lah, kegedean 0,3 4. Biaya WD kegedean, toko sebelah aja cuma Rp. 5500 biaya WD 5. Fitur chat CS kelamaan antriannya, emang CS nya cuma satu orang apa ya? 6. Yang terakhir, kalo mau delist aset jangan dadakan, minimal 3minggu atau 1 bulan lah di infoin, kasian tau yg punya aset😅😅",2
2021-11-20 1:23:13,404,"Aplikasi bagus, mantap.. Cuma hanya 1 yang menurut sya mengganjal.. Untuk biaya minimum penarikan Rp.25.000 itu lumayan besar untuk kelas pemula.. Lebih mahal dari transfer antar Bank.. Semoga bisa ada revisi untuk biaya ini..",2
2021-10-21 4:44:18,405,Klo ada yg delist seharusnya pihak indodax bertanggungjawab minimal sebesar harga pembelian krn tanpa ijin indodax tidak mungkin bs bertransaksi disini. Klo tdk tanggung jawab bisa jadi ada kerjasama yg merugikan trader. Anggota yg delist sangat merugikan trader krn seketika menurunkan harga coin dan msh ada kesempatan mendapatkan keuntungan sebelum check out. Semoga pihak indodax bisa memberikan keadilan bagi trader korban delist.,2
2021-11-01 7:23:20,406,Pakailah dengan penuh pertimbangan karena aplikasi ini sengaja di buat untuk mencari profit...banyak kemudahan dalam transaksi,2
2021-10-28 9:01:12,408,"TXid sukses tapi di cek bscscan tidak ada riwayat transaksi, dan sudah sekian kalinya kecewa. Terimakasih",0
2021-10-25 0:49:12,409,"Selamat pagi, pagi ini saya menunggu kode otp dari sms, gak di kirim kirim lama sekali. Gimana saya mau buka indodax kalo gak di kirim kode otp. Tolong di follow up dong.",1
2021-10-12 14:52:49,410,"Semuanya oke, kecuali biaya penarikannya, masa mau narik 50ribu doang biaya adminnya 25ribu mahal banget, saran saya kalo narik dibawah 100ribu biayanya 5ribu aja, kalo diatas 500ribu baru 10ribu, misal narik 1jt baru 25ribu gapapa, kalo kaya gini memeras investor kecil & memperkaya investor yang sudah besar",0
2021-10-31 3:49:11,411,"Indodax tlg dong deposit jgn hanya pakai ovo biayanya lbh mahal seperti semula account bank , klo serba mahal jd males deposit mhn utamakan kepuasan pelanggan",0
2021-11-14 8:00:17,412,"Aplikasi tidak berfungsi tidak bisa login, masukan pin mendadak keluar sendiri, apakah bug, atau yang lain, mohon masukan nya dari indodax.trm ksh",0
2021-10-06 13:37:31,414,"Indodax, indikator dimunculkan dong di mode smartphone, atau kalau bisa grafik mode full yg zoomable diberi tombol jual atau beli, pasti perfect ini. Di laptop sangat sip, tapi tidak selalu dekat laptop. Terima kasih sebelumnya",1
2021-10-04 10:58:19,415,"Min, depo saya sampai sekarang belum masuk juga. Biasanya langsung masuk. Sudah 2x lho kayak gini. Hubungi lewat live chat udah nunggu lama malah keputus terus. Tolong diproses sekarang. Saya gak mau tau. Karena udah 2x.",1
2021-10-30 8:45:38,416,"Saya kasih Bintang 3, karena secara keseluruhan aplikasinya lumayan bagus buat crypto. Cuman sayangnya dari sisi admin, potongannya yg lumayan agak serem buat yg punya modal terbatas atau yg baru mau belajar crypto beda dengan tempat lain yg lebih memanjakan pengguna layanan",1
2021-10-28 6:54:41,418,"Biasanya saya buka app tanpa mslh tp sore ini, tidak bisa buka app, setelah masukan pin tiba² app hilang bgt saja, saya sdh installed ulang... Hasil nya sama.. Kenapa begitu???",0
2021-11-26 5:43:56,419,Sudah 2 kali ganti pin.. Pin pertama sudah benar di suruh ganti PIN.. Pin ke ke 2 awalnya baik2 saja tp hari tidak bisa dibuka lagi dengan alasan server dalam pemeiharaan. Tadinya mau kyc tp rada takut,1
2021-11-18 10:44:28,420,"SOLVED: ANEH saya sudah setting take profit (sell di harga 447.xxx) ketika saya cek history harga, padahal sdah melewati 450.xxx saya sudah pastikan waktunya, seharusnya sdah ke Sell. Tp skg harga malah turun lagi. Kalau kayak gini ya rugi. TERNYATA PENDINGNYA LAMA -+ 3 JAM",0
2021-10-08 13:12:35,421,"Saya sudah jual BNB, tapi kok nggak bisa di cairkan ke atm saya ya ?",1
2021-11-03 14:08:14,422,Kenapa pas harga turun mau belanja susah buy. Alesannya nunggu antrian. Saya tanya saya dapet antrian nomer berapa. Cs nya nomer berapa,1
2021-11-21 6:57:38,424,"Mantap gan saya baru buka lgh indodax, ternyata skrng udah ada coin SLP, tapi jaringannya erc20, untuk jaringan erc20 skrng ini biaya gas fee nya sangat amat mahal alias tinggi jadi perlu di pertimbangkan, mungkin coba adakan jaringan via ronin gan,. Maaf baru bisa kasih bintang 3. Mungkin nanti kalau sudah ada jaringan slp via jaringan ronin nanti saya kasih bintang 5. Terima kasih.",2
2021-10-21 4:44:40,425,Koin kadena (KDA) kok tidak ada ya? Tolong dong ...,1
2021-10-21 6:14:40,426,Mohon ditambah bank buat transfer virtual account karena bank BNI belum ada,1
2021-10-18 9:34:55,427,"dear Indodax kenapa kalian tidak pro trader lokal, harga dengan toko luar sangat bertolak belakang, apakah kalian cinta cukong daripada kami modal kecil yg bisanya beli AOA",0
2021-10-26 8:44:42,429,"saya turunkan bintang lagi, karena tidak stabil jaringan harus yg bener2 kuat, kalo di tokocrypto dengan jaringan yg sama cepet jual belinya, rugi kalo gini terus",0
2021-10-26 13:47:25,430,"Susah sell di limit order, Prosesnya Laaammaaaaaa banget. (AOA, VIDY sebangsanya) sampek berjam jam dan harga turun lagi...",0
2021-10-21 14:23:43,431,Saya habis update kok sekarang tidak bisa di buka apk indodax nya...tapi kali lewat web site bisa...kenapa ya... Ket: harap coba lagi beberapa saat lgi,1
2021-11-06 14:24:24,434,"Saya sangat kecewa sama pelayanan, berapa x coin saya tidak masuk ke market. Terakhir coin litcoin yang tak kunjung masuk.",0
2021-10-21 4:40:18,435,"Kenapa coin shiba inu di anggap ilegal, padahal sudah masuk indodax. Mohon perhatiannya. Salam dari ShibaArmy",1
2021-08-14 14:51:38,436,"Sebagai yg terbesar di indo, jgn cuma jadi penyedia, tapi tunjukan juga pelayanan yg terbaik dari aplikasinya.",1
2021-11-07 5:17:59,437,Tolong setiap garis2 analisa yang dibuat di chart tradingviewnya bisa tersimpan otomatis.. jadi bisa melihat history analisa tanpa bolak balik corat coret grafik lagi. Trims,1
2021-05-31 6:29:51,438,"Fee WD nya terlalu besar... Mudah""an kedepannya bisa dikurangi... 🙏🏻🙏🏻🙏🏻",1
2021-11-04 1:11:03,439,Bln lalu Deposit ke Bank BNI enak Sekarang ko gak ada?,1
2021-11-30 13:17:41,440,"Ini gimana min ??? Saya widrrwl dri apk ini ke bank, skrng udah lewat 1 hari kerja belum succes t,masih infrogres terus!!!",0
2021-11-01 3:40:12,442,"Biaya deposit okelah cuma 4k, tapi tolonglah biaya wd nya jangan 25k, coba klo wd 50 dipotong 25k, gede bgt itu.",0
2021-11-02 2:38:04,443,"Tolong biaya admin nya jangan terlalu besar, kasihan yang mau belajar crypto apalagi untuk pemula yang modalnya minim, tolong diperhatikan lagi ☺",0
2021-10-28 3:19:11,444,"Turun ranting bintang nya mkin ksini makin lemot jual beli nya lemot klo kya gni bisa pindah ke sebelah,klo msih lemot lg bisa turun lg ranting nya.",0
2021-10-27 1:49:20,446,Kenapa sudah tidak ada Bank BNI untuk deposit.??? Apa ada maintenance apa gimana....,1
2021-10-06 13:31:00,447,"Kepada Indodax.. Saya mau tanya,kenapa saya tidak bisa login? Padahal pin saya sudah benar. Mohon tanggapanya.",1
2021-10-11 2:40:45,448,Kenapa OTP selalu tidak pernah di terima saat login. Padahal nomor telepon masih sama dengan verifikasi😔,1
2021-11-14 12:59:19,449,baru mempunyai KTP di u 17 kenapa belom bisa registrasi dan registrasinya harus di u 18 tolong untuk diadakan ketentuan umur di u 17,1
2021-11-18 13:14:47,450,"Oke sih, tapi untuk jual harga harus diatas harga target baru terjual begitupun untuk beli harus dibwahnya dlu bru terbeli😔😔 Grafiknya juga diaplikasi gak mendukung banget, tolonglah INDODAX perbaiki grafiknya 😌😌",2
2021-11-19 6:18:29,451,Kenapa Bank BNI hilang dari indodax untuk Deposito,1
